SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,5,101,101,56,55.39,56,55.39,55.4,25,24.69,20,19.8,0,0,37,36.6,19,18.8,0,0,45,44.5,,1,3,,101,101,62,61.29,62,61.29,61.4,16,15.8,23,22.69,2,1.89,30,29.69,30,29.69,0,0,39,38.6,,1,3,,2.49,2.69
2014-15,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,6,107,106,65,60.7,65,60.7,61.3,13,12.09,28,26.1,2,1.8,42,39.2,21,19.6,1,0.9,42,39.2,,5,,,107,106,60,56,60,56,56.6,11,10.19,35,32.7,1,0.9,32,29.89,27,25.19,1,0.9,47,43.89,,5,,,2.6,2.66
2014-15,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,7,107,103,57,53.2,57,53.2,55.3,17,15.8,29,27.1,0,0,39,36.39,18,16.8,4,3.7,50,46.7,1,4,4,,107,101,49,45.7,49,45.7,48.5,22,20.5,30,28,0,0,33,30.8,16,14.9,6,5.59,58,54.2,1,4,4,,2.46,2.29
2014-15,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,8,68,66,37,54.39,37,54.39,56.1,14,20.5,15,22,0,0,27,39.7,10,14.69,2,2.89,31,45.5,,5,1,,67,67,34,50.7,34,50.7,50.7,13,19.39,20,29.8,0,0,18,26.8,16,23.8,0,0,33,49.2,,6,2,,2.42,2.55
2014-15,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,11,78,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,21,Lewis,21214,Morton School District,3,19,19,10,52.6,10,52.6,52.6,6,31.5,3,15.69,1,5.2,5,26.3,4,21,0,0,9,47.29,,4,1,,20,20,11,55,11,55,55,2,10,7,35,1,5,7,35,3,15,0,0,9,45,,4,1,,2.26,2.45
2014-15,Educational Service District 113,21,Lewis,21214,Morton School District,4,26,26,13,50,13,50,50,9,34.6,4,15.3,0,0,7,26.89,6,23,0,0,13,50,,2,2,,26,26,14,53.79,14,53.79,53.8,4,15.3,8,30.69,1,3.79,9,34.6,4,15.3,0,0,12,46.1,,2,2,,2.38,2.42
2014-15,Educational Service District 113,21,Lewis,21214,Morton School District,5,26,26,13,50,13,50,50,6,23,7,26.89,1,3.79,7,26.89,5,19.19,0,0,13,50,1,1,,,26,26,13,50,13,50,50,10,38.39,3,11.5,0,0,8,30.69,5,19.19,0,0,13,50,1,1,,,2.34,2.3
2014-15,Educational Service District 113,21,Lewis,21214,Morton School District,6,30,30,16,53.29,16,53.29,53.3,5,16.6,9,30,5,16.6,6,20,5,16.6,0,0,14,46.6,,,,,30,30,10,33.29,10,33.29,33.3,9,30,11,36.6,1,3.29,4,13.3,5,16.6,0,0,20,66.59,,,,,2.03,2.1
2014-15,Educational Service District 113,21,Lewis,21214,Morton School District,7,35,35,19,54.2,19,54.2,54.3,9,25.69,7,20,0,0,15,42.79,4,11.4,0,0,16,45.7,,,1,,36,35,16,44.39,16,44.39,45.7,10,27.69,9,25,0,0,6,16.6,10,27.69,1,2.7,20,55.5,,,1,,2.4,2.38
2014-15,Educational Service District 113,21,Lewis,21214,Morton School District,8,22,22,14,63.6,14,63.6,63.6,3,13.59,5,22.69,1,4.5,10,45.39,3,13.59,0,0,8,36.29,,2,,,21,21,13,61.89,13,61.89,61.9,3,14.19,5,23.8,0,0,10,47.6,3,14.19,0,0,8,38,,4,,,2.5,2.61
2014-15,Educational Service District 113,21,Lewis,21214,Morton School District,11,25,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,3,620,607,250,40.29,250,40.29,41.2,196,31.6,161,25.89,0,0,136,21.89,114,18.3,13,2,370,59.6,,36,8,,621,607,272,43.79,272,43.79,44.8,182,29.3,153,24.6,0,0,163,26.19,109,17.5,14,2.2,349,56.1,,34,8,,2.22,2.27
2014-15,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,4,651,639,288,44.2,288,44.2,45.1,226,34.7,125,19.19,0,0,148,22.69,140,21.5,12,1.8,363,55.7,,27,10,,652,640,241,36.89,241,36.89,37.7,156,23.89,243,37.2,0,0,156,23.89,85,13,12,1.8,411,63,,29,9,,2.27,2.22
2014-15,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,5,593,588,278,46.79,278,46.79,47.3,161,27.1,149,25.1,0,0,175,29.5,103,17.3,5,0.8,315,53.1,,15,6,,593,586,214,36,214,36,36.5,175,29.5,197,33.2,0,0,126,21.19,88,14.8,7,1.1,379,63.89,,16,6,,2.35,2.19
2014-15,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,6,595,585,186,31.19,186,31.19,31.8,202,33.89,197,33.1,0,0,143,24,43,7.2,10,1.6,409,68.7,,27,13,,596,586,121,20.3,121,20.3,20.6,248,41.6,217,36.39,0,0,74,12.4,47,7.79,10,1.6,475,79.59,,26,13,,2.01,1.83
2014-15,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,7,613,603,275,44.79,275,44.79,45.6,157,25.6,171,27.8,0,0,204,33.2,71,11.5,10,1.6,338,55.1,,33,13,,613,597,235,38.29,235,38.29,39.4,202,32.89,160,26.1,0,0,142,23.1,93,15.09,16,2.6,378,61.6,,36,13,,2.27,2.15
2014-15,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,8,587,571,262,44.6,262,44.6,45.9,104,17.69,205,34.89,0,0,203,34.5,59,10,16,2.7,325,55.29,,32,6,,587,566,156,26.5,156,26.5,27.6,217,36.89,193,32.79,0,0,71,12,85,14.4,21,3.5,431,73.4,,37,6,,2.31,1.96
2014-15,North Central Educational Service District 171,13,Grant,13161,Moses Lake School District,11,513,355,198,38.5,198,38.5,55.8,57,11.09,100,19.39,0,0,145,28.19,53,10.3,158,30.69,315,61.39,,66,2,,513,316,93,18.1,93,18.1,29.4,127,24.69,96,18.69,0,0,68,13.19,25,4.79,197,38.39,420,81.79,,71,2,,1.76,1.21
2014-15,Educational Service District 113,21,Lewis,21206,Mossyrock School District,3,39,39,15,38.39,15,38.39,38.5,8,20.5,16,41,0,0,12,30.69,3,7.59,0,0,24,61.5,,,,,39,39,25,64.09,25,64.09,64.1,4,10.19,10,25.6,0,0,19,48.7,6,15.3,0,0,14,35.79,,1,,,2.25,2.69
2014-15,Educational Service District 113,21,Lewis,21206,Mossyrock School District,4,40,39,16,40,16,40,41,10,25,13,32.5,0,0,9,22.5,7,17.5,1,2.5,24,60,,1,,,40,39,20,50,20,50,51.3,5,12.5,14,35,0,0,12,30,8,20,1,2.5,20,50,,1,,,2.28,2.53
2014-15,Educational Service District 113,21,Lewis,21206,Mossyrock School District,5,32,30,15,46.79,15,46.79,50,9,28.1,6,18.69,0,0,9,28.1,6,18.69,2,6.2,17,53.1,,5,,,32,30,14,43.7,14,43.7,46.7,10,31.19,6,18.69,0,0,5,15.59,9,28.1,2,6.2,18,56.2,,5,,,2.25,2.28
2014-15,Educational Service District 113,21,Lewis,21206,Mossyrock School District,6,25,25,6,24,6,24,24,5,20,14,56,0,0,2,8,4,16,0,0,19,76,,,,,25,25,5,20,5,20,20,8,32,12,48,0,0,4,16,1,4,0,0,20,80,,1,,,2.2,1.92
2014-15,Educational Service District 113,21,Lewis,21206,Mossyrock School District,7,39,39,22,56.39,22,56.39,56.4,8,20.5,9,23,0,0,15,38.39,7,17.89,0,0,17,43.5,,1,,,39,39,19,48.7,19,48.7,48.7,9,23,11,28.19,0,0,10,25.6,9,23,0,0,20,51.2,,1,,,2.53,2.48
2014-15,Educational Service District 113,21,Lewis,21206,Mossyrock School District,8,41,41,21,51.2,21,51.2,51.2,3,7.29,17,41.39,0,0,19,46.29,2,4.79,0,0,20,48.7,,,,,42,42,18,42.79,18,42.79,42.9,11,26.1,13,30.89,0,0,10,23.8,8,19,0,0,24,57.1,,,,,2.48,2.35
2014-15,Educational Service District 113,21,Lewis,21206,Mossyrock School District,11,45,41,23,51.1,23,51.1,56.1,11,24.39,7,15.5,0,0,15,33.29,8,17.69,4,8.8,22,48.79,,5,,,45,41,11,24.39,11,24.39,26.8,24,53.29,6,13.3,0,0,7,15.5,4,8.8,4,8.8,34,75.5,,5,,,2.26,1.62
2014-15,Educational Service District 105,39,Yakima,39209,Mount Adams School District,3,78,78,17,21.69,17,21.69,21.8,43,55.1,18,23,0,0,11,14.09,6,7.59,0,0,61,78.2,,4,2,,78,78,22,28.19,22,28.19,28.2,37,47.39,19,24.3,0,0,17,21.69,5,6.4,0,0,56,71.7,,4,2,,1.74,1.87
2014-15,Educational Service District 105,39,Yakima,39209,Mount Adams School District,4,82,82,12,14.59,12,14.59,14.6,53,64.59,17,20.69,0,0,9,10.9,3,3.6,0,0,70,85.29,,3,,,82,82,12,14.59,12,14.59,14.6,41,50,29,35.29,0,0,12,14.59,0,0,0,0,70,85.29,,3,,,1.53,1.64
2014-15,Educational Service District 105,39,Yakima,39209,Mount Adams School District,5,82,80,18,21.89,18,21.89,22.5,45,54.79,17,20.69,0,0,16,19.5,2,2.39,2,2.39,64,78,,3,1,,82,80,13,15.8,13,15.8,16.3,45,54.79,22,26.8,0,0,11,13.4,2,2.39,2,2.39,69,84.09,,3,1,,1.64,1.58
2014-15,Educational Service District 105,39,Yakima,39209,Mount Adams School District,6,72,69,10,13.8,10,13.8,14.5,45,62.5,14,19.39,0,0,9,12.5,1,1.3,3,4.09,62,86.09,,4,,,71,68,8,11.19,8,11.19,11.8,47,66.09,13,18.3,0,0,5,7,3,4.2,3,4.2,63,88.7,,6,,,1.44,1.4
2014-15,Educational Service District 105,39,Yakima,39209,Mount Adams School District,7,64,56,9,14,9,14,16.1,40,62.5,7,10.9,0,0,8,12.5,1,1.5,8,12.5,55,85.9,,5,2,,64,49,4,6.2,4,6.2,8.2,37,57.79,8,12.5,0,0,4,6.2,0,0,15,23.39,60,93.7,,4,2,,1.28,1.01
2014-15,Educational Service District 105,39,Yakima,39209,Mount Adams School District,8,61,55,6,9.8,6,9.8,10.9,32,52.39,17,27.8,0,0,3,4.9,3,4.9,6,9.8,55,90.09,,8,1,,61,49,6,9.8,6,9.8,12.2,34,55.7,9,14.69,0,0,4,6.5,2,3.2,12,19.6,55,90.09,,8,1,,1.42,1.17
2014-15,Educational Service District 105,39,Yakima,39209,Mount Adams School District,11,48,32,5,10.4,5,10.4,15.6,17,35.39,10,20.8,0,0,3,6.2,2,4.09,16,33.29,43,89.5,,6,2,,46,30,3,6.5,3,6.5,10,20,43.39,7,15.19,0,0,2,4.29,1,2.1,16,34.7,43,93.4,,6,3,,1.12,0.95
2014-15,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,3,134,130,35,26.1,35,26.1,26.9,54,40.2,41,30.5,0,0,22,16.39,13,9.69,4,2.89,99,73.79,,7,,,137,133,49,35.7,49,35.7,36.8,54,39.39,30,21.8,0,0,41,29.89,8,5.79,4,2.89,88,64.2,,5,,,1.89,1.96
2014-15,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,4,162,160,60,37,60,37,37.5,63,38.79,37,22.8,0,0,32,19.69,28,17.19,2,1.19,102,62.89,,3,1,,162,161,58,35.79,58,35.79,36,39,24,64,39.5,0,0,45,27.69,13,8,1,0.6,104,64.09,,3,1,,2.12,2.18
2014-15,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,5,140,139,66,47.1,66,47.1,47.5,51,36.39,22,15.69,0,0,45,32.1,21,15,1,0.7,74,52.79,,4,1,,140,139,47,33.5,47,33.5,33.8,54,38.5,38,27.1,0,0,30,21.39,17,12.09,1,0.7,93,66.4,,4,1,,2.24,2.05
2014-15,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,6,139,139,84,60.39,84,60.39,60.4,18,12.9,37,26.6,0,0,54,38.79,30,21.5,0,0,55,39.5,,7,2,,139,138,68,48.89,68,48.89,49.3,28,20.1,42,30.19,0,0,42,30.19,26,18.69,1,0.7,71,51,,7,2,,2.68,2.46
2014-15,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,7,114,113,60,52.6,60,52.6,53.1,22,19.19,31,27.1,0,0,43,37.7,17,14.9,1,0.8,54,47.29,,5,1,,115,113,56,48.6,56,48.6,49.6,20,17.3,37,32.1,0,0,35,30.39,21,18.19,2,1.7,59,51.29,,4,1,,2.46,2.45
2014-15,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,8,154,153,79,51.2,79,51.2,51.6,26,16.8,48,31.1,0,0,57,37,22,14.19,1,0.6,75,48.7,,7,5,,154,150,66,42.79,66,42.79,44,42,27.19,42,27.19,0,0,34,22,32,20.69,4,2.5,88,57.1,,7,5,,2.47,2.3
2014-15,Northwest Educational Service District 189,37,Whatcom,37507,Mount Baker School District,11,131,87,60,45.79,60,45.79,69,9,6.79,18,13.69,5,3.79,33,25.1,22,16.69,44,33.5,71,54.1,,22,1,,131,84,30,22.89,30,22.89,35.7,23,17.5,31,23.6,0,0,17,12.9,13,9.9,47,35.79,101,77,,20,1,,1.76,1.43
2014-15,Educational Service District 112,30,Skamania,30029,Mount Pleasant School District,3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30029,Mount Pleasant School District,4,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30029,Mount Pleasant School District,5,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30029,Mount Pleasant School District,6,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30029,Mount Pleasant School District,7,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,3,478,463,171,35.7,171,35.7,36.9,148,30.89,144,30.1,0,0,92,19.19,79,16.5,15,3.1,307,64.2,,20,9,,475,464,210,44.2,210,44.2,45.3,109,22.89,145,30.5,0,0,153,32.2,57,12,11,2.29,265,55.7,,24,9,,2.15,2.28
2014-15,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,4,478,470,206,43,206,43,43.8,143,29.89,121,25.3,0,0,113,23.6,93,19.39,8,1.6,272,56.89,1,19,9,,475,448,223,46.89,223,46.89,49.8,61,12.8,164,34.5,0,0,136,28.6,87,18.3,27,5.59,252,53,1,19,9,,2.29,2.41
2014-15,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,5,460,448,217,47.1,217,47.1,48.4,120,26,111,24.1,0,0,152,33,65,14.09,12,2.6,243,52.79,1,13,5,,462,452,165,35.7,165,35.7,36.5,130,28.1,157,33.89,0,0,88,19,77,16.6,10,2.1,297,64.2,1,13,5,,2.3,2.19
2014-15,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,6,452,440,147,32.5,147,32.5,33.4,140,30.89,153,33.79,5,1.1,110,24.3,32,7,12,2.6,305,67.4,2,16,5,,452,440,137,30.3,137,30.3,31.1,159,35.1,144,31.8,2,0.4,68,15,67,14.8,12,2.6,315,69.59,2,16,5,,1.99,2.03
2014-15,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,7,439,431,176,40,176,40,40.8,157,35.7,98,22.3,1,0.2,144,32.79,31,7,8,1.8,263,59.89,,22,5,,440,431,115,26.1,115,26.1,26.7,159,36.1,157,35.6,0,0,78,17.69,37,8.4,9,2,325,73.79,1,21,5,,2.07,1.94
2014-15,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,8,468,462,191,40.79,191,40.79,41.3,129,27.5,142,30.3,10,2.1,139,29.69,42,8.9,6,1.19,277,59.1,,25,8,,471,461,138,29.19,138,29.19,29.9,176,37.29,147,31.19,3,0.6,94,19.89,41,8.69,10,2.1,333,70.7,,23,8,,2.13,1.94
2014-15,Northwest Educational Service District 189,29,Skagit,29320,Mount Vernon School District,11,487,163,55,11.19,55,11.19,33.7,68,13.9,40,8.19,0,0,38,7.79,17,3.39,324,66.5,432,88.7,,80,3,,487,137,26,5.29,26,5.29,19,76,15.59,35,7.09,0,0,24,4.9,2,0.4,350,71.79,461,94.59,,80,3,,0.67,0.46
2014-15,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,3,1202,1186,571,47.5,571,47.5,48.1,326,27.1,289,24,0,0,279,23.19,292,24.19,16,1.3,631,52.39,1,65,10,,1196,1177,620,51.79,620,51.79,52.7,261,21.8,296,24.69,0,0,333,27.8,287,23.89,19,1.5,576,48.1,,64,10,,2.41,2.5
2014-15,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,4,1120,1108,599,53.39,599,53.39,54.1,302,26.89,207,18.39,0,0,269,24,330,29.39,12,1,521,46.5,,65,18,,1119,1106,602,53.7,602,53.7,54.4,196,17.5,308,27.5,0,0,325,29,277,24.69,13,1.1,517,46.2,,61,18,,2.53,2.58
2014-15,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,5,1178,1167,676,57.29,676,57.29,57.9,247,20.89,244,20.69,0,0,384,32.5,292,24.69,11,0.9,502,42.6,2,71,22,,1183,1173,614,51.89,614,51.89,52.3,266,22.39,293,24.69,0,0,219,18.5,395,33.29,10,0.8,569,48,2,66,22,,2.59,2.6
2014-15,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,6,1097,1086,589,53.6,589,53.6,54.2,209,19,288,26.19,0,0,357,32.5,232,21.1,11,1,508,46.29,,52,24,,1095,1085,501,45.7,501,45.7,46.2,269,24.5,315,28.69,0,0,223,20.3,278,25.3,10,0.9,594,54.2,1,53,24,,2.53,2.44
2014-15,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,7,1110,1095,665,59.89,665,59.89,60.7,205,18.39,225,20.19,0,0,408,36.7,257,23.1,15,1.3,445,40,1,65,20,,1109,1092,534,48.1,534,48.1,48.9,278,25,280,25.19,0,0,245,22,289,26,17,1.5,575,51.79,3,67,20,,2.61,2.45
2014-15,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,8,1076,1052,648,60.2,648,60.2,61.6,168,15.59,236,21.89,0,0,430,39.89,218,20.19,24,2.2,428,39.7,5,51,12,,1075,1048,548,50.89,548,50.89,52.3,253,23.5,247,22.89,0,0,198,18.39,350,32.5,27,2.5,527,49,6,53,12,,2.6,2.54
2014-15,Northwest Educational Service District 189,31,Snohomish,31006,Mukilteo School District,11,1051,265,115,10.9,115,10.9,43.4,91,8.59,59,5.59,4,0.3,68,6.4,43,4,786,74.7,936,89,12,151,8,,1058,170,75,7,75,7,44.1,67,6.29,28,2.6,0,0,38,3.5,37,3.39,888,83.9,983,92.9,9,150,8,,0.55,0.36
2014-15,Educational Service District 105,39,Yakima,39003,Naches Valley School District,3,98,98,42,42.79,42,42.79,42.9,29,29.5,27,27.5,0,0,19,19.3,23,23.39,0,0,56,57.1,,,,,97,95,58,59.7,58,59.7,61.1,20,20.6,17,17.5,0,0,41,42.2,17,17.5,2,2,39,40.2,,1,,,2.36,2.52
2014-15,Educational Service District 105,39,Yakima,39003,Naches Valley School District,4,106,104,51,48.1,51,48.1,49,29,27.3,24,22.6,0,0,24,22.6,27,25.39,2,1.8,55,51.79,,,,,106,104,50,47.1,50,47.1,48.1,19,17.89,35,33,0,0,30,28.3,20,18.8,2,1.8,56,52.79,,,,,2.42,2.44
2014-15,Educational Service District 105,39,Yakima,39003,Naches Valley School District,5,101,99,43,42.5,43,42.5,43.4,30,29.69,26,25.69,0,0,31,30.6,12,11.8,2,1.89,58,57.39,,4,,,101,99,50,49.5,50,49.5,50.5,25,24.69,24,23.69,0,0,26,25.69,24,23.69,2,1.89,51,50.39,,4,,,2.2,2.44
2014-15,Educational Service District 105,39,Yakima,39003,Naches Valley School District,6,85,83,41,48.2,41,48.2,49.4,20,23.5,22,25.8,0,0,32,37.6,9,10.5,2,2.29,44,51.7,,1,1,,85,83,24,28.19,24,28.19,28.9,22,25.8,37,43.5,0,0,17,20,7,8.19,2,2.29,61,71.7,,1,1,,2.3,2.06
2014-15,Educational Service District 105,39,Yakima,39003,Naches Valley School District,7,111,109,70,63,70,63,64.2,18,16.19,21,18.89,0,0,51,45.89,19,17.1,2,1.8,41,36.89,,2,3,,112,108,47,41.89,47,41.89,43.5,21,18.69,40,35.7,0,0,37,33,10,8.9,4,3.5,65,58,,2,2,,2.6,2.25
2014-15,Educational Service District 105,39,Yakima,39003,Naches Valley School District,8,107,101,54,50.39,54,50.39,53.5,19,17.69,28,26.1,0,0,37,34.5,17,15.8,6,5.59,53,49.5,,4,1,,107,101,40,37.29,40,37.29,39.6,32,29.89,29,27.1,0,0,17,15.8,23,21.39,6,5.59,67,62.6,,4,1,,2.37,2.17
2014-15,Educational Service District 105,39,Yakima,39003,Naches Valley School District,11,105,92,45,42.79,45,42.79,48.9,25,23.8,22,20.89,0,0,31,29.5,14,13.3,13,12.3,60,57.1,,7,,,105,80,18,17.1,18,17.1,22.5,38,36.1,24,22.8,0,0,9,8.5,9,8.5,25,23.8,87,82.79,,7,,,2.07,1.41
2014-15,Educational Service District 113,21,Lewis,21014,Napavine School District,3,66,66,35,53,35,53,53,7,10.59,24,36.29,0,0,15,22.69,20,30.3,0,0,31,46.89,,2,3,,67,67,42,62.6,42,62.6,62.7,7,10.4,18,26.8,0,0,25,37.29,17,25.3,0,0,25,37.29,,2,3,,2.72,2.77
2014-15,Educational Service District 113,21,Lewis,21014,Napavine School District,4,51,51,25,49,25,49,49,17,33.29,9,17.6,0,0,15,29.39,10,19.6,0,0,26,50.89,,3,,,51,51,29,56.79,29,56.79,56.9,8,15.59,14,27.39,0,0,20,39.2,9,17.6,0,0,22,43.1,,3,,,2.35,2.58
2014-15,Educational Service District 113,21,Lewis,21014,Napavine School District,5,55,55,30,54.5,30,54.5,54.5,8,14.5,17,30.89,0,0,18,32.7,12,21.8,0,0,25,45.39,,1,,,55,55,18,32.7,18,32.7,32.7,12,21.8,25,45.39,0,0,11,20,7,12.69,0,0,37,67.2,,1,,,2.62,2.23
2014-15,Educational Service District 113,21,Lewis,21014,Napavine School District,6,67,67,34,50.7,34,50.7,50.7,10,14.9,23,34.29,0,0,23,34.29,11,16.39,0,0,33,49.2,,,,,67,67,42,62.6,42,62.6,62.7,11,16.39,14,20.8,0,0,31,46.2,11,16.39,0,0,25,37.29,,,,,2.52,2.62
2014-15,Educational Service District 113,21,Lewis,21014,Napavine School District,7,51,51,34,66.59,34,66.59,66.7,7,13.69,10,19.6,1,1.89,29,56.79,4,7.79,0,0,17,33.29,,1,,,51,51,28,54.89,28,54.89,54.9,8,15.59,15,29.39,0,0,16,31.3,12,23.5,0,0,23,45,,1,,,2.54,2.62
2014-15,Educational Service District 113,21,Lewis,21014,Napavine School District,8,68,68,34,50,34,50,50,11,16.1,23,33.79,1,1.39,22,32.29,11,16.1,0,0,34,50,,1,,,67,67,38,56.7,38,56.7,56.7,11,16.39,18,26.8,0,0,20,29.8,18,26.8,0,0,29,43.2,,2,,,2.45,2.67
2014-15,Educational Service District 113,21,Lewis,21014,Napavine School District,11,48,47,30,62.5,30,62.5,63.8,5,10.4,12,25,2,4.09,22,45.79,6,12.5,1,2,18,37.5,,1,,,48,47,22,45.79,22,45.79,46.8,14,29.1,11,22.89,0,0,22,45.79,0,0,1,2,26,54.1,,2,,,2.48,2.12
2014-15,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,3,30,21,13,43.29,13,43.29,61.9,2,6.59,6,20,0,0,9,30,4,13.3,9,30,17,56.6,,4,,,30,22,12,40,12,40,54.5,6,20,4,13.3,0,0,10,33.29,2,6.59,8,26.6,18,60,,4,,,1.9,1.73
2014-15,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,4,30,24,14,46.6,14,46.6,58.3,2,6.59,8,26.6,0,0,5,16.6,9,30,6,20,16,53.29,,4,1,,30,22,13,43.29,13,43.29,59.1,1,3.29,8,26.6,0,0,7,23.3,6,20,8,26.6,17,56.6,,4,1,,2.3,2.06
2014-15,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,5,23,18,14,60.79,14,60.79,77.8,1,4.29,3,13,0,0,9,39.1,5,21.69,5,21.69,9,39.1,,2,,,23,18,10,43.39,10,43.39,55.6,4,17.3,4,17.3,0,0,7,30.39,3,13,5,21.69,13,56.5,,2,,,2.34,1.95
2014-15,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,6,19,19,10,52.6,10,52.6,52.6,2,10.5,7,36.79,1,5.2,6,31.5,3,15.69,0,0,9,47.29,,3,,,19,19,11,57.79,11,57.79,57.9,1,5.2,7,36.79,1,5.2,5,26.3,5,26.3,0,0,8,42.1,,3,,,2.41,2.63
2014-15,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,7,27,26,12,44.39,12,44.39,46.2,3,11.09,11,40.7,0,0,9,33.29,3,11.09,1,3.7,15,55.5,,,1,,27,26,12,44.39,12,44.39,46.2,6,22.19,8,29.6,0,0,10,37,2,7.4,1,3.7,15,55.5,,,1,,2.37,2.22
2014-15,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,8,23,23,14,60.79,14,60.79,60.9,4,17.3,5,21.69,0,0,8,34.7,6,26,0,0,9,39.1,,2,,,23,23,12,52.1,12,52.1,52.2,7,30.39,4,17.3,0,0,6,26,6,26,0,0,11,47.79,,2,,,2.69,2.47
2014-15,Educational Service District 112,25,Pacific,25155,Naselle-Grays River Valley School District,11,19,14,4,21,4,21,28.6,2,10.5,8,42.1,0,0,4,21,0,0,5,26.3,15,78.9,,3,,,19,16,5,26.3,5,26.3,31.3,3,15.69,8,42.1,0,0,3,15.69,2,10.5,3,15.69,14,73.59,,3,,,1.58,1.89
2014-15,North Central Educational Service District 171,24,Okanogan,24014,Nespelem School District,3,14,14,4,28.5,4,28.5,28.6,4,28.5,6,42.79,0,0,3,21.39,1,7.09,0,0,10,71.4,,1,,,14,14,6,42.79,6,42.79,42.9,4,28.5,4,28.5,0,0,4,28.5,2,14.19,0,0,8,57.1,,1,,,2.07,2.28
