SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,North Central Educational Service District 171,04,Chelan,04019,Manson School District,5,46,45,13,28.19,13,28.19,28.9,23,50,9,19.5,0,0,9,19.5,4,8.59,1,2.1,33,71.7,,1,,,46,46,7,15.19,7,15.19,15.2,24,52.1,15,32.6,0,0,2,4.29,5,10.8,0,0,39,84.7,,1,,,1.82,1.73
2014-15,North Central Educational Service District 171,04,Chelan,04019,Manson School District,6,56,54,10,17.8,10,17.8,18.5,31,55.29,13,23.19,0,0,8,14.19,2,3.5,2,3.5,46,82.09,,1,,,56,54,8,14.19,8,14.19,14.8,32,57.1,14,25,0,0,4,7.09,4,7.09,2,3.5,48,85.7,,1,,,1.58,1.57
2014-15,North Central Educational Service District 171,04,Chelan,04019,Manson School District,7,50,47,8,16,8,16,17,24,48,15,30,0,0,6,12,2,4,3,6,42,84,,,,,50,48,8,16,8,16,16.7,26,52,14,28,0,0,6,12,2,4,2,4,42,84,,,,,1.6,1.6
2014-15,North Central Educational Service District 171,04,Chelan,04019,Manson School District,8,42,42,16,38,16,38,38.1,12,28.5,14,33.29,0,0,13,30.89,3,7.09,0,0,26,61.89,,1,,,42,42,14,33.29,14,33.29,33.3,17,40.39,11,26.1,0,0,8,19,6,14.19,0,0,28,66.59,,1,,,2.16,2.06
2014-15,North Central Educational Service District 171,04,Chelan,04019,Manson School District,11,37,29,13,35.1,13,35.1,44.8,7,18.89,9,24.3,0,0,10,27,3,8.09,8,21.6,24,64.79,,5,,,37,27,6,16.19,6,16.19,22.2,12,32.39,9,24.3,0,0,5,13.5,1,2.7,10,27,31,83.7,,5,,,1.81,1.32
2014-15,Educational Service District 113,23,Mason,23311,Mary M Knight School District,3,8,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,23,Mason,23311,Mary M Knight School District,4,17,17,9,52.89,9,52.89,52.9,5,29.39,3,17.6,0,0,3,17.6,6,35.2,0,0,8,47,,1,,,17,17,9,52.89,9,52.89,52.9,3,17.6,5,29.39,0,0,5,29.39,4,23.5,0,0,8,47,,1,,,2.58,2.59
2014-15,Educational Service District 113,23,Mason,23311,Mary M Knight School District,5,19,19,7,36.79,7,36.79,36.8,8,42.1,4,21,0,0,6,31.5,1,5.2,0,0,12,63.1,,,,,19,19,3,15.69,3,15.69,15.8,7,36.79,9,47.29,0,0,2,10.5,1,5.2,0,0,16,84.2,,,,,1.99,1.84
2014-15,Educational Service District 113,23,Mason,23311,Mary M Knight School District,6,15,14,6,40,6,40,42.9,3,20,5,33.29,0,0,6,40,0,0,1,6.59,9,60,,,,,15,15,4,26.6,4,26.6,26.7,4,26.6,7,46.6,0,0,3,20,1,6.59,0,0,11,73.29,,,,,2.07,2.06
2014-15,Educational Service District 113,23,Mason,23311,Mary M Knight School District,7,14,14,2,14.19,2,14.19,14.3,5,35.7,7,50,0,0,2,14.19,0,0,0,0,12,85.7,,,,,14,14,3,21.39,3,21.39,21.4,5,35.7,6,42.79,0,0,2,14.19,1,7.09,0,0,11,78.5,,,,,1.78,1.92
2014-15,Educational Service District 113,23,Mason,23311,Mary M Knight School District,8,15,15,7,46.6,7,46.6,46.7,2,13.3,6,40,0,0,6,40,1,6.59,0,0,8,53.29,,,,,15,15,5,33.29,5,33.29,33.3,9,60,1,6.59,0,0,2,13.3,3,20,0,0,10,66.59,,,,,2.4,1.93
2014-15,Educational Service District 113,23,Mason,23311,Mary M Knight School District,11,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 101,33,Stevens,33207,Mary Walker School District,3,33,29,16,48.39,16,48.39,55.2,6,18.1,7,21.19,0,0,10,30.3,6,18.1,4,12.09,17,51.5,,7,,,33,29,15,45.39,15,45.39,51.7,7,21.19,7,21.19,0,0,12,36.29,3,9,4,12.09,18,54.5,,7,,,2.24,2.08
2014-15,Educational Service District 101,33,Stevens,33207,Mary Walker School District,4,28,26,11,39.2,11,39.2,42.3,8,28.5,7,25,0,0,6,21.39,5,17.8,2,7.09,17,60.7,,1,,,28,26,9,32.1,9,32.1,34.6,9,32.1,8,28.5,0,0,6,21.39,3,10.69,2,7.09,19,67.79,,1,,,2.14,1.96
2014-15,Educational Service District 101,33,Stevens,33207,Mary Walker School District,5,40,37,17,42.5,17,42.5,45.9,11,27.5,9,22.5,0,0,12,30,5,12.5,3,7.5,23,57.39,,3,,,40,37,14,35,14,35,37.8,15,37.5,8,20,0,0,7,17.5,7,17.5,3,7.5,26,65,,3,,,2.13,2
2014-15,Educational Service District 101,33,Stevens,33207,Mary Walker School District,6,31,29,15,48.29,15,48.29,51.7,9,29,5,16.1,0,0,11,35.39,4,12.9,2,6.4,16,51.6,,5,,,31,29,8,25.8,8,25.8,27.6,15,48.29,6,19.3,0,0,4,12.9,4,12.9,2,6.4,23,74.09,,5,,,2.19,1.77
2014-15,Educational Service District 101,33,Stevens,33207,Mary Walker School District,7,43,42,18,41.79,18,41.79,42.9,16,37.2,8,18.6,0,0,14,32.5,4,9.3,1,2.29,25,58.1,,3,,,43,42,17,39.5,17,39.5,40.5,17,39.5,8,18.6,0,0,15,34.79,2,4.59,1,2.29,26,60.39,,3,,,2.09,1.99
2014-15,Educational Service District 101,33,Stevens,33207,Mary Walker School District,8,42,40,19,45.2,19,45.2,47.5,12,28.5,9,21.39,0,0,17,40.39,2,4.7,2,4.7,23,54.7,,1,,,41,39,12,29.19,12,29.19,30.8,18,43.89,9,21.89,0,0,4,9.69,8,19.5,2,4.79,29,70.7,,1,,,2.11,1.95
2014-15,Educational Service District 101,33,Stevens,33207,Mary Walker School District,11,36,28,13,36.1,13,36.1,46.4,5,13.8,10,27.69,0,0,11,30.5,2,5.5,8,22.19,23,63.79,,8,,,37,29,10,27,10,27,34.5,9,24.3,10,27,0,0,8,21.6,2,5.4,8,21.6,27,72.9,,7,,,1.83,1.65
2014-15,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,3,815,807,364,44.6,364,44.6,45.1,235,28.8,208,25.5,0,0,203,24.89,161,19.69,8,0.9,451,55.29,,30,14,,812,802,409,50.29,409,50.29,51,191,23.5,202,24.8,0,0,263,32.29,146,17.89,10,1.19,403,49.6,,32,14,,2.33,2.42
2014-15,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,4,808,794,391,48.29,391,48.29,49.2,251,31,152,18.8,1,0.1,213,26.3,177,21.89,14,1.7,417,51.6,,32,12,,806,791,381,47.2,381,47.2,48.2,171,21.19,239,29.6,1,0.1,225,27.89,155,19.19,15,1.8,425,52.7,,33,12,,2.35,2.41
2014-15,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,5,792,777,369,46.5,369,46.5,47.5,234,29.5,174,21.89,0,0,273,34.39,96,12.09,15,1.8,423,53.39,,24,27,,791,775,294,37.1,294,37.1,37.9,259,32.7,222,28,0,0,159,20.1,135,17,16,2,497,62.79,,25,27,,2.25,2.17
2014-15,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,6,788,769,314,39.79,314,39.79,40.8,210,26.6,245,31,0,0,245,31,69,8.69,19,2.39,474,60.1,2,39,6,,785,760,211,26.8,211,26.8,27.8,293,37.29,256,32.6,0,0,133,16.89,78,9.9,25,3.1,574,73.09,4,39,6,,2.16,1.93
2014-15,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,7,793,729,336,42.29,336,42.29,46.1,194,24.39,199,25,0,0,261,32.89,75,9.4,64,8,457,57.6,4,44,4,,791,759,247,31.19,247,31.19,32.5,262,33.1,250,31.6,0,0,156,19.69,91,11.5,32,4,544,68.7,4,48,4,,2.11,2.01
2014-15,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,8,850,835,387,45.5,387,45.5,46.3,190,22.3,258,30.3,0,0,309,36.29,78,9.09,15,1.7,463,54.39,4,46,8,,847,819,242,28.5,242,28.5,29.5,333,39.29,244,28.8,0,0,126,14.8,116,13.59,28,3.29,605,71.4,2,49,8,,2.28,1.96
2014-15,Northwest Educational Service District 189,31,Snohomish,31025,Marysville School District,11,775,417,142,18.3,142,18.3,34.1,149,19.19,126,16.19,0,0,112,14.4,30,3.79,358,46.1,633,81.59,32,152,4,,767,327,41,5.29,41,5.29,12.5,216,28.1,70,9.09,0,0,34,4.4,7,0.9,440,57.29,726,94.59,37,155,6,,1.1,0.63
2014-15,Educational Service District 113,14,Grays Harbor,14065,McCleary School District,3,40,39,21,52.5,21,52.5,53.8,8,20,10,25,0,0,10,25,11,27.5,1,2.5,19,47.5,,,,,40,39,25,62.5,25,62.5,64.1,8,20,6,15,0,0,14,35,11,27.5,1,2.5,15,37.5,,,,,2.55,2.65
2014-15,Educational Service District 113,14,Grays Harbor,14065,McCleary School District,4,34,31,9,26.39,9,26.39,29,13,38.2,9,26.39,0,0,7,20.5,2,5.79,3,8.8,25,73.5,,3,,,33,30,10,30.3,10,30.3,33.3,7,21.19,13,39.29,0,0,8,24.19,2,6,3,9,23,69.59,,3,,,1.76,1.96
2014-15,Educational Service District 113,14,Grays Harbor,14065,McCleary School District,5,30,30,19,63.29,19,63.29,63.3,4,13.3,7,23.3,0,0,13,43.29,6,20,0,0,11,36.6,,,,,30,29,19,63.29,19,63.29,65.5,2,6.59,8,26.6,0,0,9,30,10,33.29,1,3.29,11,36.6,,,,,2.7,2.83
2014-15,Educational Service District 113,14,Grays Harbor,14065,McCleary School District,6,31,29,8,25.8,8,25.8,27.6,11,35.39,10,32.2,0,0,6,19.3,2,6.4,2,6.4,23,74.09,,2,,,31,27,5,16.1,5,16.1,18.5,11,35.39,11,35.39,0,0,3,9.59,2,6.4,4,12.9,26,83.79,,2,,,1.83,1.61
2014-15,Educational Service District 113,14,Grays Harbor,14065,McCleary School District,7,22,22,12,54.5,12,54.5,54.5,5,22.69,5,22.69,0,0,9,40.89,3,13.59,0,0,10,45.39,,,,,23,22,7,30.39,7,30.39,31.8,8,34.7,7,30.39,0,0,5,21.69,2,8.59,1,4.29,16,69.5,,,,,2.45,1.95
2014-15,Educational Service District 113,14,Grays Harbor,14065,McCleary School District,8,28,28,7,25,7,25,25,12,42.79,9,32.1,0,0,6,21.39,1,3.5,0,0,21,75,,,,,28,28,2,7.09,2,7.09,7.1,21,75,5,17.8,0,0,2,7.09,0,0,0,0,26,92.79,,,,,1.85,1.32
2014-15,Educational Service District 101,32,Spokane,32354,Mead School District,3,682,671,435,63.7,435,63.7,64.8,113,16.5,123,18,21,3,194,28.39,220,32.2,11,1.6,247,36.2,,23,11,,681,669,472,69.29,472,69.29,70.6,99,14.5,98,14.3,19,2.7,245,35.89,208,30.5,12,1.7,209,30.6,,21,11,,2.66,2.73
2014-15,Educational Service District 101,32,Spokane,32354,Mead School District,4,673,665,487,72.29,487,72.29,73.2,93,13.8,85,12.59,21,3.1,205,30.39,261,38.7,8,1.1,186,27.6,,34,8,,673,665,480,71.29,480,71.29,72.2,73,10.8,112,16.6,28,4.09,196,29.1,256,38,8,1.1,193,28.6,,33,8,,2.85,2.83
2014-15,Educational Service District 101,32,Spokane,32354,Mead School District,5,712,706,458,64.29,458,64.29,64.9,117,16.39,131,18.3,20,2.79,240,33.7,198,27.8,6,0.8,254,35.6,,20,4,,712,702,443,62.2,443,62.2,63.1,120,16.8,139,19.5,12,1.6,164,23,267,37.5,10,1.39,269,37.7,,16,4,,2.65,2.75
2014-15,Educational Service District 101,32,Spokane,32354,Mead School District,6,767,736,554,72.2,554,72.2,75.3,79,10.19,103,13.4,41,5.29,303,39.5,210,27.3,31,4,213,27.69,,25,5,,767,759,508,66.2,508,66.2,66.9,109,14.19,142,18.5,31,4,169,22,308,40.1,8,1,259,33.7,,25,5,,2.65,2.78
2014-15,Educational Service District 101,32,Spokane,32354,Mead School District,7,749,723,517,69,517,69,71.5,79,10.5,127,16.89,20,2.6,322,42.89,175,23.3,26,3.39,232,30.89,4,27,9,,749,721,427,57,427,57,59.2,117,15.59,177,23.6,17,2.2,214,28.5,196,26.1,28,3.7,322,42.89,4,29,8,,2.66,2.53
2014-15,Educational Service District 101,32,Spokane,32354,Mead School District,8,772,758,581,75.2,581,75.2,76.6,71,9.09,106,13.69,25,3.2,355,45.89,201,26,14,1.8,191,24.69,1,32,3,,770,744,504,65.4,504,65.4,67.7,109,14.09,131,17,12,1.5,194,25.1,298,38.7,26,3.29,266,34.5,1,35,3,,2.78,2.78
2014-15,Educational Service District 101,32,Spokane,32354,Mead School District,11,836,424,216,25.8,216,25.8,50.9,98,11.69,110,13.09,10,1.1,130,15.5,76,9,412,49.2,620,74.09,11,73,7,,839,420,156,18.5,156,18.5,37.1,147,17.5,117,13.9,2,0.2,106,12.59,48,5.7,419,49.89,683,81.4,7,80,6,,1.2,1.06
2014-15,Educational Service District 101,32,Spokane,32326,Medical Lake School District,3,132,132,99,75,99,75,75,8,6,25,18.89,0,0,48,36.29,51,38.6,0,0,33,25,,9,,,132,132,100,75.7,100,75.7,75.8,7,5.29,25,18.89,0,0,66,50,34,25.69,0,0,32,24.19,,9,,,3.07,2.96
2014-15,Educational Service District 101,32,Spokane,32326,Medical Lake School District,4,144,142,94,65.2,94,65.2,66.2,18,12.5,30,20.8,0,0,43,29.8,51,35.39,2,1.3,50,34.7,,15,,,144,142,93,64.5,93,64.5,65.5,13,9,36,25,0,0,61,42.29,32,22.19,2,1.3,51,35.39,,15,,,2.85,2.75
2014-15,Educational Service District 101,32,Spokane,32326,Medical Lake School District,5,123,123,82,66.59,82,66.59,66.7,18,14.59,23,18.6,0,0,51,41.39,31,25.19,0,0,41,33.29,,5,3,,122,122,61,50,61,50,50,23,18.8,38,31.1,0,0,26,21.3,35,28.6,0,0,61,50,,5,3,,2.77,2.59
2014-15,Educational Service District 101,32,Spokane,32326,Medical Lake School District,6,128,127,66,51.5,66,51.5,52,20,15.59,41,32,0,0,52,40.6,14,10.9,1,0.7,62,48.39,,10,,,128,127,44,34.29,44,34.29,34.6,30,23.39,53,41.39,0,0,28,21.8,16,12.5,1,0.7,84,65.59,,10,,,2.45,2.22
2014-15,Educational Service District 101,32,Spokane,32326,Medical Lake School District,7,135,135,95,70.29,95,70.29,70.4,21,15.5,19,14,5,3.7,68,50.29,22,16.19,0,0,40,29.6,,3,,,134,133,61,45.5,61,45.5,45.9,30,22.3,42,31.3,5,3.7,40,29.8,16,11.9,1,0.7,73,54.39,,3,,,2.59,2.22
2014-15,Educational Service District 101,32,Spokane,32326,Medical Lake School District,8,137,137,94,68.59,94,68.59,68.6,10,7.2,33,24,5,3.6,53,38.6,36,26.19,0,0,43,31.3,,5,,,137,137,68,49.6,68,49.6,49.6,27,19.69,42,30.6,1,0.7,31,22.6,36,26.19,0,0,69,50.29,,5,,,2.76,2.53
2014-15,Educational Service District 101,32,Spokane,32326,Medical Lake School District,11,147,122,53,36,53,36,43.4,40,27.19,29,19.69,0,0,37,25.1,16,10.8,25,17,94,63.89,,13,1,,148,101,31,20.89,31,20.89,30.7,46,31,24,16.19,1,0.6,23,15.5,7,4.7,47,31.69,117,79,,16,1,,1.85,1.29
2014-15,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,3,319,314,265,83,265,83,84.4,11,3.39,38,11.9,0,0,72,22.5,193,60.5,5,1.5,54,16.89,,8,2,,318,314,266,83.59,266,83.59,84.7,18,5.59,30,9.4,0,0,107,33.6,159,50,4,1.19,52,16.3,,9,2,,3.37,3.25
2014-15,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,4,356,347,303,85.09,303,85.09,87.3,16,4.4,28,7.79,0,0,88,24.69,215,60.29,9,2.5,53,14.8,,15,4,,357,353,294,82.29,294,82.29,83.3,13,3.6,46,12.8,0,0,119,33.29,175,49,4,1.1,63,17.6,,15,3,,3.35,3.25
2014-15,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,5,365,357,312,85.4,312,85.4,87.4,8,2.1,37,10.09,0,0,131,35.79,181,49.5,8,2.1,53,14.5,,7,1,,365,359,296,81,296,81,82.5,11,3,52,14.19,0,0,82,22.39,214,58.6,6,1.6,69,18.89,,5,1,,3.28,3.33
2014-15,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,6,356,351,272,76.4,272,76.4,77.5,14,3.89,65,18.19,0,0,150,42.1,122,34.2,5,1.39,84,23.5,,15,2,,357,352,272,76.09,272,76.09,77.3,17,4.7,63,17.6,0,0,100,28,172,48.1,5,1.39,85,23.8,,14,2,,3.03,3.16
2014-15,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,7,359,333,255,71,255,71,76.6,29,8,49,13.59,0,0,151,42,104,28.89,26,7.2,104,28.89,,10,1,,359,335,251,69.9,251,69.9,74.9,26,7.2,58,16.1,0,0,81,22.5,170,47.29,24,6.59,108,30,,9,1,,2.77,2.96
2014-15,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,8,374,355,294,78.59,294,78.59,82.8,23,6.09,38,10.09,0,0,156,41.7,138,36.79,19,5,80,21.3,,5,3,,375,357,301,80.2,301,80.2,84.3,17,4.5,39,10.4,0,0,57,15.09,244,65,18,4.7,74,19.69,,4,3,,2.99,3.31
2014-15,Puget Sound Educational Service District 121,17,King,17400,Mercer Island School District,11,371,71,59,15.9,59,15.9,83.1,7,1.8,5,1.3,1,0.2,25,6.7,33,8.8,300,80.79,312,84,,12,,,371,57,48,12.9,48,12.9,84.2,6,1.6,3,0.8,0,0,16,4.29,32,8.59,314,84.59,323,87,,12,,,0.6,0.5
2014-15,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,3,131,116,44,33.5,44,33.5,37.9,40,30.5,32,24.39,0,0,28,21.3,16,12.19,15,11.4,87,66.4,,6,,,131,116,41,31.19,41,31.19,35.3,49,37.39,26,19.8,0,0,29,22.1,12,9.09,15,11.4,90,68.7,,7,,,1.92,1.8
2014-15,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,4,128,123,72,56.2,72,56.2,58.5,31,24.19,20,15.59,0,0,31,24.19,41,32,5,3.89,56,43.7,,4,,,127,119,48,37.7,48,37.7,40.3,27,21.19,44,34.6,0,0,29,22.8,19,14.9,8,6.2,79,62.2,,5,,,2.56,2.18
2014-15,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,5,137,108,55,40.1,55,40.1,50.9,36,26.19,17,12.4,0,0,37,27,18,13.09,29,21.1,82,59.79,,6,,,137,110,25,18.19,25,18.19,22.7,38,27.69,47,34.29,0,0,15,10.9,10,7.2,27,19.69,112,81.7,,6,,,1.84,1.58
2014-15,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,6,116,103,42,36.2,42,36.2,40.8,27,23.19,34,29.3,0,0,31,26.69,11,9.4,13,11.19,74,63.7,,3,,,116,104,41,35.29,41,35.29,39.4,29,25,34,29.3,0,0,25,21.5,16,13.69,12,10.3,75,64.59,,3,,,1.99,2.03
2014-15,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,7,149,132,73,48.89,73,48.89,55.3,19,12.69,40,26.8,0,0,58,38.89,15,10,17,11.4,76,51,,7,,,149,133,75,50.29,75,50.29,56.4,24,16.1,34,22.8,0,0,41,27.5,34,22.8,16,10.69,74,49.6,,7,,,2.23,2.35
2014-15,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,8,134,124,71,52.89,71,52.89,57.3,20,14.9,33,24.6,0,0,49,36.5,22,16.39,10,7.4,63,47,,4,1,,135,125,64,47.39,64,47.39,51.2,28,20.69,33,24.39,0,0,28,20.69,36,26.6,10,7.4,71,52.5,,3,1,,2.39,2.38
2014-15,Northwest Educational Service District 189,37,Whatcom,37505,Meridian School District,11,125,82,45,36,45,36,54.9,17,13.59,20,16,2,1.6,30,24,13,10.4,43,34.29,80,64,,9,1,,125,77,31,24.8,31,24.8,40.3,25,20,21,16.8,1,0.8,20,16,10,8,48,38.29,94,75.2,,9,1,,1.59,1.34
2014-15,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,3,41,38,23,56,23,56,60.5,9,21.89,6,14.59,0,0,8,19.5,15,36.5,3,7.29,18,43.89,,3,,,41,38,22,53.6,22,53.6,57.9,10,24.3,6,14.59,0,0,13,31.69,9,21.89,3,7.29,19,46.29,,3,,,2.56,2.36
2014-15,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,4,55,50,36,65.4,36,65.4,72,6,10.9,8,14.5,0,0,23,41.79,13,23.6,5,9,19,34.5,,2,,,54,49,23,42.5,23,42.5,46.9,8,14.8,18,33.29,0,0,13,24,10,18.5,5,9.19,31,57.39,,3,,,2.6,2.27
2014-15,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,5,59,58,38,64.4,38,64.4,65.5,8,13.5,12,20.3,0,0,20,33.79,18,30.5,1,1.6,21,35.5,,5,,,59,55,23,38.89,23,38.89,41.8,14,23.69,18,30.5,0,0,9,15.19,14,23.69,4,6.7,36,61,,5,,,2.77,2.25
2014-15,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,6,46,45,25,54.29,25,54.29,55.6,5,10.8,15,32.6,0,0,10,21.69,15,32.6,1,2.1,21,45.6,,4,,,46,45,27,58.6,27,58.6,60,5,10.8,13,28.19,0,0,12,26,15,32.6,1,2.1,19,41.29,,4,,,2.71,2.76
2014-15,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,7,35,34,24,68.5,24,68.5,70.6,7,20,3,8.5,0,0,17,48.5,7,20,1,2.79,11,31.39,,3,,,35,33,18,51.39,18,51.39,54.5,8,22.8,7,20,0,0,13,37.1,5,14.19,2,5.7,17,48.5,,3,,,2.63,2.31
2014-15,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,8,49,49,43,87.7,43,87.7,87.8,3,6.09,3,6.09,0,0,19,38.7,24,48.89,0,0,6,12.19,,,,,49,49,31,63.2,31,63.2,63.3,9,18.3,9,18.3,0,0,12,24.39,19,38.7,0,0,18,36.7,,,,,3.3,2.83
2014-15,North Central Educational Service District 171,24,Okanogan,24350,Methow Valley School District,11,47,35,30,63.79,30,63.79,85.7,2,4.2,3,6.29,0,0,16,34,14,29.69,12,25.5,17,36.1,,4,,,47,32,18,38.2,18,38.2,56.3,5,10.59,9,19.1,0,0,15,31.89,3,6.29,15,31.89,29,61.7,,4,,,2.38,1.7
2014-15,Educational Service District 112,30,Skamania,30031,Mill A School District,3,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30031,Mill A School District,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30031,Mill A School District,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30031,Mill A School District,6,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30031,Mill A School District,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 112,30,Skamania,30031,Mill A School District,8,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,3,462,413,213,46.1,213,46.1,51.6,96,20.69,104,22.5,14,3,96,20.69,103,22.19,49,10.59,249,53.79,3,15,4,,464,409,198,42.6,198,42.6,48.4,101,21.69,110,23.69,1,0.2,129,27.8,68,14.59,55,11.8,266,57.29,2,15,4,,2.17,2.11
2014-15,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,4,468,415,236,50.39,236,50.39,56.9,108,23,71,15.09,12,2.5,114,24.3,110,23.5,53,11.3,232,49.5,1,9,7,,469,417,220,46.89,220,46.89,52.8,77,16.39,120,25.5,2,0.4,135,28.69,83,17.6,52,11,249,53,,8,7,,2.2,2.24
2014-15,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,5,460,415,268,58.2,268,58.2,64.6,72,15.59,75,16.3,7,1.5,161,35,100,21.69,45,9.69,192,41.7,,9,1,,460,414,230,50,230,50,55.6,89,19.3,95,20.6,3,0.6,102,22.1,125,27.1,46,10,230,50,,8,1,,2.4,2.35
2014-15,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,6,463,418,259,55.89,259,55.89,62,62,13.3,97,20.89,10,2.1,173,37.29,76,16.39,45,9.69,204,44,,10,9,,463,413,197,42.5,197,42.5,47.7,95,20.5,121,26.1,6,1.19,97,20.89,94,20.3,50,10.69,266,57.39,,10,9,,2.33,2.17
2014-15,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,7,475,417,255,53.6,255,53.6,61.2,80,16.8,82,17.19,12,2.5,165,34.7,78,16.39,58,12.19,220,46.29,,13,1,,474,419,216,45.5,216,45.5,51.6,105,22.1,98,20.6,1,0.2,126,26.5,89,18.69,55,11.59,258,54.39,,13,1,,2.21,2.18
2014-15,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,8,476,431,278,58.39,278,58.39,64.5,56,11.69,97,20.3,9,1.8,182,38.2,87,18.19,45,9.4,198,41.5,,19,6,,476,428,201,42.2,201,42.2,47,90,18.89,137,28.69,2,0.4,102,21.39,97,20.3,48,10,275,57.7,,18,6,,2.4,2.22
2014-15,Northwest Educational Service District 189,31,Snohomish,31103,Monroe School District,11,566,116,68,12,68,12,58.6,19,3.29,29,5.09,0,0,38,6.7,30,5.29,450,79.5,498,87.9,8,118,2,,565,115,36,6.29,36,6.29,31.3,43,7.59,36,6.29,0,0,22,3.79,14,2.39,450,79.59,529,93.59,6,122,2,,0.55,0.41
2014-15,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,3,78,76,45,57.6,45,57.6,59.2,11,14.09,20,25.6,0,0,18,23,27,34.6,2,2.5,33,42.29,,1,,,77,75,45,58.39,45,58.39,60,11,14.19,19,24.6,0,0,22,28.5,23,29.8,2,2.5,32,41.5,,1,,,2.73,2.68
2014-15,Educational Service District 113,14,Grays Harbor,14066,Montesano School District,4,99,99,55,55.5,55,55.5,55.6,25,25.19,19,19.1,0,0,25,25.19,30,30.3,0,0,44,44.39,,4,1,,99,99,61,61.6,61,61.6,61.6,11,11.09,27,27.19,1,1,34,34.29,26,26.19,0,0,38,38.29,,4,1,,2.6,2.73
